"Node","Displacement in X","Displacement in Y"
1,0,0
2,0.00100473773851939,-0.00431173336893046
3,0.000359768635630704,-0.00466312908057705
4,0.000259742558608514,-0.00443927764867053
5,0.000558588144795041,-0.00463758827929193
6,-0.000324272590066565,-0.00424778496675707
7,0.00116451426796254,0
